id,publication_id,edition_id,title,author_creator,date_period,year,place_of_publishing,publisher,language,subject_keywords,url_original_object
424733,457880,424733,Մատեան ողբերգութեան,Գրիգոր Նարեկացի,1985.0,1985.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականություն,https://arar.sci.am/dlibra/publication/457880/edition/424733
375223,406232,375223,Մաքսիմ Գորկին և հայկական կուլտուրան,"Հովնան, Գուրգեն",1940.0,1940.0,Երևան,Արմֆան հրատ.,hy,Մաքսիմ Գորկի Հայ գրականագիտություն Ռուս գրողներ,https://arar.sci.am/dlibra/publication/406232/edition/375223
377590,408303,377590,Մաքսիմ Գորկին և հայ կուլտուրան,"Հովնան, Գուրգեն",1951.0,1951.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,"Գորկի, Մաքսիմ 1868-1936 Հայ մշակույթ",https://arar.sci.am/dlibra/publication/408303/edition/377590
392537,425041,392537,Մեսրոպ Թաղիադյան,"Միրզաբեկյան, Ջ. Մ.",1971.0,1971.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն Հայ գրողներ,https://arar.sci.am/dlibra/publication/425041/edition/392537
375221,406230,375221,Միքայել Նալբանդյան,,1956.0,1956.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy ; ru,Միքայել Նալբանդյան Հայ գրականագիտություն Հայ գրողներ,https://arar.sci.am/dlibra/publication/406230/edition/375221
395264,426978,395264,Միքայել Նալբանդյանը և XIX դ. 60-ական թվականների ռուս առաջավոր գործիչները,"Կարինյան, Ա. Բ.",1979.0,1979.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրողների կյանքն ու գործունեությունը Միքայել Նալբանդյան,https://arar.sci.am/dlibra/publication/426978/edition/395264
399600,432680,399600,Միքայել Նալբանդյանի կյանքի և գործունեության տարեգրությունը,"Ինճիկյան, Ա. Մ.",1980.0,1980.0,Երևան,Հայկական ՍՍՀ ԳԱ հրատ․,hy,Հայ գրականագիտություն Հայ գրողներ Միքայել Նալբանդյան,https://arar.sci.am/dlibra/publication/432680/edition/399600
375915,406662,375915,Մկրտիչ Նաղաշ,,1965.0,1965.0,Երևան,ՀՍՍՌ ԳԱ հրատ․,hy,Հայ գրականագիտություն,https://arar.sci.am/dlibra/publication/406662/edition/375915
391990,424276,391990,Մկրտիչ Պեշիկթաշլյան,"Սաֆարյան, Վաչե",1972.0,1972.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն Մկրտիչ Պեշիկթաշլյան,https://arar.sci.am/dlibra/publication/424276/edition/391990
424194,457005,424194,Նամականի,"Նազարյան, Ստեփանոս",1969.0,1969.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականություն,https://arar.sci.am/dlibra/publication/457005/edition/424194
424221,457101,424221,Նամակներ (1889-1923),"Իսահակյան, Ավետիք",2020.0,2020.0,Երևան,«Էդիթ պրինտ» հրատ․,hy,Ավիկ Իսահակյան,https://arar.sci.am/dlibra/publication/457101/edition/424221
424134,456922,424134,Նամակներ (1924-1957),"Իսահակյան, Ավետիք",2021.0,2021.0,Երևան,«Էդիթ պրինտ» հրատ․,hy,Երկերի ժողովածու Հայ գրականություն,https://arar.sci.am/dlibra/publication/456922/edition/424134
402101,434523,402101,Նամակներ և բացիկներ,"Շանթ, Լևոն",2017.0,2017.0,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/434523/edition/402101
375200,406208,375200,Ն.Ա. Նեկրասովը և հայ պոեզիան,"Հովնան, Գուրգեն",1956.0,1956.0,Երևան,ՀՍՍՌ ԳԱԱ հրատ.,hy,Նեկրասով Նիկոլայ Ալեքսեևիչ Գրականագիտություն,https://arar.sci.am/dlibra/publication/406208/edition/375200
375198,406206,375198,Նար-Դոս,"Հովհաննիսյան, Գ․",1959.0,1959.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Նար-Դոս Հայ գրականագիտություն Հայ գրողներ,https://arar.sci.am/dlibra/publication/406206/edition/375198
376391,407250,376391,Ներսես Շնորհալի,"Հակոբյան, Գր․",1964.0,1964.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,"Ներսես Շնորհալի, 1100-1173 Հայ գրականագիտություն Հայ գրողներ",https://arar.sci.am/dlibra/publication/407250/edition/376391
395309,427010,395309,Ներսես Շնորհալի,,1977.0,1977.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն Ներսես Շնորհալի,https://arar.sci.am/dlibra/publication/427010/edition/395309
418509,450816,418509,Ներսես Շնորհալու պոեմները,"Որսկանյան, Հերիքնազ",2006.0,2006.0,Երևան,Հեղինակային հրատ.,hy,Հայ գրականագիտություն Գրական վերլուծություն,https://arar.sci.am/dlibra/publication/450816/edition/418509
421314,453779,421314,Նոր շրջան,,2015.0,2015.0,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Հայ գրականության պատմություն,https://arar.sci.am/dlibra/publication/453779/edition/421314
395323,427071,395323,Շարականների ժանրը հայ միջնադարյան գրականության մեջ,"ՀակոբյաՆ, Գ․ Ա․",1980.0,1980.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն Շարականներ Միջնադարյան հայ գրականություն,https://arar.sci.am/dlibra/publication/427071/edition/395323
377473,408202,377473,Շիլլերը հայ գրականության մեջ և թատրոնում,"Բաբայան, Արամ",1959.0,1959.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Գրականագիտություն Թատերագիտություն ֆրիդրիխ Շիլլեր,https://arar.sci.am/dlibra/publication/408202/edition/377473
376318,407186,376318,Շիրվանզադեի էսթետիկան,"Թոփչյան, Ստ. Է.",1963.0,1963.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Ալեքսանդր Շիրվանզադե Հայ գրականագիտություն Հայ գրողներ,https://arar.sci.am/dlibra/publication/407186/edition/376318
419044,451312,419044,Շիրվանզադեի հրապարակախոսական ժառանգությունից (1914-1919),"Զաքարյան, Անուշավան",2006.0,2006.0,Երևան,Հեղ. հրատ.,hy,Հայ գրողների կյանքն ու գործունեությունը Հայ գրականություն,https://arar.sci.am/dlibra/publication/451312/edition/419044
390299,423173,390299,Ողբ Եդեսիոյ,"Շնորհալի, Ներսէս",1973.0,1973.0,Երևան,Հայկական ՍՍՀ ԳԱ հրատ.,hy,Հայ գրականություն Պոեմ Միջնադար,https://arar.sci.am/dlibra/publication/423173/edition/390299
418502,450789,418502,Որբերի Ամենայն հայոց հայրիկը,"Հովհաննիսյան, Սուսաննա",2019.0,2019.0,Երևան,Անտարես հրատ.,hy,Հայոց ցեղասպանություն (1915-1923) Հովհաննես Թումանյան Որբանոցներ,https://arar.sci.am/dlibra/publication/450789/edition/418502
404251,436326,404251,"Ուղեգրություններ, Հ․ 10 ; Պատմական երկեր",Րաֆֆի,1991.0,1991.0,Երևան,Նաիրի,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/436326/edition/404251
392545,425184,392545,Ուղեգրություններ ; Հոդվածներ ; Նամակներ ; Վավերագրեր,"Թաղիադյան, Մեսրոպ",1975.0,1975.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականաություն Հրապարակապոսական երկեր,https://arar.sci.am/dlibra/publication/425184/edition/392545
422271,454730,422271,Ուղեգրություններ ; Պատմական երկեր,Րաֆֆի,1987.0,1987.0,Երևան,Սովետական գրող,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/454730/edition/422271
409190,443167,409190,"Ուշ միջնադարի հայ բանաստեղծությունը (XVI-XVII դդ.), Հատոր 1",,1986.0,1986.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ միջնադարյան բանաստեղծություն Բանասիրություն,https://arar.sci.am/dlibra/publication/443167/edition/409190
416714,450338,416714,Ուշ միջնադարի հայ բանաստեղծությունը (XVI-XVII դդ.) Հատոր 2,,1987.0,1987.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ միջնադարյան բանաստեղծություն Բանասիրություն,https://arar.sci.am/dlibra/publication/450338/edition/416714
379795,410981,379795,"Ուսումնասիրություններ և հրապարակումներ, Հատոր 1",,1964.0,1964.0,,ՀՍՍՀ ԳԱ հրատ.,hy,Հովհաննես Թումանյան Հայ գրականագիտություն Հայ անվանի գրողներ,https://arar.sci.am/dlibra/publication/410981/edition/379795
381580,412953,381580,"Ուսումնասիրություններ և հրապարակումներ, Հատոր 2",,1969.0,1969.0,,ՀՍՍՀ ԳԱ հրատ.,hy,Հովհաննես Թումանյան Հայ գրականագիտություն Հայ անվանի գրողներ,https://arar.sci.am/dlibra/publication/412953/edition/381580
382332,413747,382332,"Ուսումնասիրություններ և հրապարակումներ, Հատոր 3",,1983.0,1983.0,,ՀՍՍՀ ԳԱ հրատ.,hy,Հովհաննես Թումանյան Հայ գրականագիտություն Հայ անվանի գրողներ,https://arar.sci.am/dlibra/publication/413747/edition/382332
385186,416795,385186,"Ուսումնասիրություններ և հրապարակումներ, Հատոր 4",,1985.0,1985.0,,ՀՍՍՀ ԳԱ հրատ.,hy,Հովհաննես Թումանյան Հայ գրականագիտություն Հայ անվանի գրողներ,https://arar.sci.am/dlibra/publication/416795/edition/385186
390906,423674,390906,"Ուսումնասիրություններ և հրապարակումներ, Հատոր 5",,1998.0,1998.0,,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Հովհաննես Թումանյան Հայ գրականագիտություն Հայ անվանի գրողներ,https://arar.sci.am/dlibra/publication/423674/edition/390906
403665,435556,403665,Ուստա Կարո,"Իսահակյան, Ավետիք",2016.0,2016.0,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/435556/edition/403665
424136,456928,424136,"Ուստա Կարո և Օրթե Հարութ, Գ․ Ա","Իսահակյան, Ավետիք",2022.0,2022.0,Երևան,«Էդիթ պրինտ» հրատ․,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/456928/edition/424136
424220,457100,424220,"Ուստա Կարո և Օրթե Հարութ, Գ․ Բ","Իսահակյան, Ավետիք",2023.0,2023.0,Երևան,«Էդիթ պրինտ» հրատ․,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/457100/edition/424220
402285,434600,402285,Չարենցը և պատմությունը,"Եղիազարյան, Ազատ",1997.0,1997.0,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Հայ գրականագիտություն Հայ գրողների կյանքն ու գործունեությունը,https://arar.sci.am/dlibra/publication/434600/edition/402285
384024,415639,384024,Չարենցի ձեռագրերի աշխարհում,"Չարենց, Անահիտ",1978.0,1978.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն,https://arar.sci.am/dlibra/publication/415639/edition/384024
420326,452711,420326,Չափածո երկեր,"Շահազիզ, Սմբատ",1993.0,1993.0,Երևան,Հայաստանի ԳԱԱ հրատ.,hy,Հայ գրականություն,https://arar.sci.am/dlibra/publication/452711/edition/420326
403354,435466,403354,Չափածո լեգենդներ և բալլադներ ; Առակներ ; Թարգմանություններ,"Իսահակյան, Ավետիք",2014.0,2014.0,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/435466/edition/403354
399605,432726,399605,Չափածո ստեղծագործություններ ; «Մնաք բարովի իրիկունը» ; «Երազ օրեր»,"Շանթ, Լևոն",2011.0,2011.0,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/432726/edition/399605
420315,452674,420315,Պատմութիւն Աղեքսանդրի Մակեդոնացւոյ,,1989.0,1989.0,Երևան,ՀԽՍՀ ԳԱ հրատ.,hy,Ալեքսանդր Մակեդոնացի Պատմություն Հայ թարգմանական գրականություն,https://arar.sci.am/dlibra/publication/452674/edition/420315
402156,434525,402156,Պատմութիւն վասն մանկանն եւ աղջկանն ; Պատմութիւն յաղագս Փահլուլ թագաւորին,,1983.0,1983.0,Երևան,ՀՍՍՀ ԳԱ հրատ․,hy,Համաշխարհային գրականություն Զրույցներ,https://arar.sci.am/dlibra/publication/434525/edition/402156
408186,441984,408186,Պատմվածքներ ; Մանրապատումներ ; Գրառումներ ; Հատվածներ և պատառիկներ,"Իսահակյան, Ավետիք",2019.0,2019.0,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/441984/edition/408186
395321,427012,395321,Պարույր Սևակ,"Արիստակեսյան, Ա․ Վ․",1974.0,1974.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն Պարույր Սևակ,https://arar.sci.am/dlibra/publication/427012/edition/395321
416688,450337,416688,Պարույր Սևակի պոեմները,"Արզումանյան, Լիլիթ",2001.0,2001.0,Երևան,Նաիրի,hy,Բանասիրություն Պարույր Սևակ,https://arar.sci.am/dlibra/publication/450337/edition/416688
402714,434960,402714,Պոեմներ,"Թումանյան, Հովհաննես",2019.0,2019.0,Երևան,ՀՀ ԳԱԱ հրատ.,hy,Հայ գրականություն Երկերի լիակատար ժողովածու,https://arar.sci.am/dlibra/publication/434960/edition/402714
404496,436380,404496,Պոեմներ,"Թումանյան, Հովհաննես",1991.0,1991.0,Երևան,ՀՀ ԳԱԱ հրատ.,hy,Հայ գրականություն Երկերի լիակատար ժողովածու,https://arar.sci.am/dlibra/publication/436380/edition/404496
404250,436325,404250,Պոեմներ,"Իսահակյան, Ավետիք",2008.0,2008.0,,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/436325/edition/404250
376328,407199,376328,"Պոեմներ, 1887-1916","Թումանյան, Հովհաննես",1940.0,1940.0,Յերևան,Արմֆան հրատ.,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/407199/edition/376328
396171,428251,396171,Ռափայել Պատկանյան,"Սաղյան, Մերի",1980.0,1980.0,Երևան,Հայկական ՍՍՀ ԳԱ հրատ.,hy,Ռափայել Պատկանյան Հայ գրականագիտություն Հայ գրողների կյանքն ու գործունեությունը,https://arar.sci.am/dlibra/publication/428251/edition/396171
403386,435467,403386,Ռուբեն Սևակ,"Կիրակոսյան, Վ․ Ա․",1972.0,1972.0,Երևան,Հայկական ՍՍՀ ԳԱ հրատ.,hy,"Ռուբեն, Սևակ, 1885-1915 Հայ գրականագիտություն Հայ գրողների կյանքն ու գործունեությունը",https://arar.sci.am/dlibra/publication/435467/edition/403386
422770,455454,422770,Ռուս գրողները և Հովհաննես Թումանյանը,"Զաքարյան, Անուշավան",2019.0,2019.0,Երևան,Հեղինակային հրատ․,hy,Հայ գրականագիտություն Հովհաննես Թումանյան Գրական կապեր,https://arar.sci.am/dlibra/publication/455454/edition/422770
401357,434252,401357,Սալբի ; Հարեմ,Րաֆֆի,1983.0,1983.0,Երևան,Սովետական գրող,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/434252/edition/401357
377467,408199,377467,Սալտիկով-Շչեդրին,"Գրիգորյան, Կ․",1960.0,1960.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Ռուս գրականագիտություն Ռուս գրողներ,https://arar.sci.am/dlibra/publication/408199/edition/377467
421815,454251,421815,Սամվել,Րաֆֆի,1986.0,1986.0,Երևան,Սովետական գրող,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/454251/edition/421815
376416,407276,376416,Սայաթ Նովա,"Թումանյան, Հովհ․",1963.0,1963.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ աշուղներ Սայաթ-Նովա,https://arar.sci.am/dlibra/publication/407276/edition/376416
376414,407274,376414,Սայաթ-Նովա,"Սարգսյան, Խ. Ս.",1963.0,1963.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ գրականագիտություն Հայ աշուղներ Սայաթ-Նովա,https://arar.sci.am/dlibra/publication/407274/edition/376414
403406,435468,403406,Սայաթ-Նովա,"Բախչինյան, Հենրիկ",1988.0,1988.0,Երևան,Հայկական ՍՍՀ ԳԱ հրատ.,hy,"Սայաթ-Նովա, 1712-1795 Հայ գրականագիտություն Հայ անվանի գրողներ",https://arar.sci.am/dlibra/publication/435468/edition/403406
399617,432782,399617,Սայաթ-Նովա,"Սևակ, Պարույր",1969.0,1969.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն Հայ գուսաններ,https://arar.sci.am/dlibra/publication/432782/edition/399617
376413,407273,376413,Սայաթ-Նովայի ստեղծագործության ժողովրդական ակունքները,"Ղանալանյան, Ա. Տ.",1963.0,1963.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ աշուղներ Հայ գրականագիտություն Սայաթ-Նովա,https://arar.sci.am/dlibra/publication/407273/edition/376413
375394,406306,375394,Սայաթ-Նովան ըստ վրացական աղբյուրների,"Մուրադյան, Պ. Մ.",1963.0,1963.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy ; ru,Սայաթ-Նովա Հայ գրականագիտություն Հայ գրողներ,https://arar.sci.am/dlibra/publication/406306/edition/375394
402231,434538,402231,Սասուն աշխարհի բանասացը,"Վարդանյան, Կարո",2000.0,2000.0,Երևան,Արտագերս հրատ․,hy,Հայ գրականագիտություն Խաչիկ Դաշտենց,https://arar.sci.am/dlibra/publication/434538/edition/402231
389826,422506,389826,Սարգիս Ապուչեխցի,"Մկրտչյան, Մանիկ",1971.0,1971.0,Երևան,Հայկական ՍՍՀ ԳԱ հրատ․,hy,Հայ գրականագիտություն Հայ գրողներ,https://arar.sci.am/dlibra/publication/422506/edition/389826
418192,450537,418192,Սերգեյ Գորոդեցկին Արևմտյան Հայաստանում և Անդրկովկասում,"Զաքարյան, Անուշավան",2010.0,2010.0,Երևան,Հեղ. հրատ.,hy,Ռուս գրականություն Սերգեյ Գորոդեցկի,https://arar.sci.am/dlibra/publication/450537/edition/418192
418541,450861,418541,Սերգեյ Սարինյան,,2019.0,2019.0,Երևան,Արմավ,hy,Կենսամատենագիտություն Սերգեյ Սարինյան,https://arar.sci.am/dlibra/publication/450861/edition/418541
395322,427039,395322,Սովետահայ արդի պատմվածքը,"Սարյան, Ս. Մ.",1959.0,1959.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ գրականագիտություն Սովետահայ գրականություն,https://arar.sci.am/dlibra/publication/427039/edition/395322
395324,427152,395324,"Սովետահայ գրականության պատմություն, Հ․ 1",,1961.0,1961.0,,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ գրականության պատմություն Հայ գրականագիտություն,https://arar.sci.am/dlibra/publication/427152/edition/395324
376386,407245,376386,"Սովետահայ գրականության պատմություն, Հ. 2",,1965.0,1965.0,,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ գրականության պատմություն Հայ գրականագիտություն,https://arar.sci.am/dlibra/publication/407245/edition/376386
396148,428247,396148,Սովետահայ գրականության պոետիկան,,1980.0,1980.0,Երևան,Հայկական ՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն,https://arar.sci.am/dlibra/publication/428247/edition/396148
404252,436327,404252,Սովետահայ գրականության տարեգրություն 1957-1975 More,,,,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Մատենագիտություն Գրականագիտություն,https://arar.sci.am/dlibra/publication/436327/edition/404252
375246,406251,375246,Սովետահայ գրականություն,,1954.0,1954.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ գրականություն Ձեռնարկ,https://arar.sci.am/dlibra/publication/406251/edition/375246
390252,422996,390252,Սովետահայ ժողովրդական բանահյուսությունը,"Նազինյան, Ա․ Մ․",1957.0,1957.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ բանահյուսություն,https://arar.sci.am/dlibra/publication/422996/edition/390252
396174,428254,396174,Սովետահայ պատմվածքը,"Ադալյան, Նորայր",1968.0,1968.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն,https://arar.sci.am/dlibra/publication/428254/edition/396174
396172,428252,396172,Սովետահայ պոեզիայի տաղաչափությունը,"Գասպարյան, Դավիթ",1979.0,1979.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն Տաղաչափություն,https://arar.sci.am/dlibra/publication/428252/edition/396172
391865,424057,391865,Սովետահայ տեղական մամուլը (1921-1925 թթ.),"Ամիրբեկյան, Վ. Մ.",1964.0,1964.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Սովետահայ մամուլի պատմություն,https://arar.sci.am/dlibra/publication/424057/edition/391865
375237,406235,375237,Սոցիալիստական ռեալիզմի պրոբլեմների շուրջը,"Թոփչյան, Էդ․",1948.0,1948.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Գրականագիտություն,https://arar.sci.am/dlibra/publication/406235/edition/375237
375680,406480,375680,Ստալինը սովետահայ բանահյուսության մեջ,,1949.0,1949.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ գրականություն Սովետահայ բանահյուսություն,https://arar.sci.am/dlibra/publication/406480/edition/375680
392016,424339,392016,Ստեփան Զորյան,"Սարգսյան, Խ. Ս.",1960.0,1960.0,,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ գրականագիտություն Ստեփան Զորյան Հայ գրողներ,https://arar.sci.am/dlibra/publication/424339/edition/392016
396175,428255,396175,Ստեփանոս Նազարյան,"Նանումյան, Ռուզան",1978.0,1978.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն Ստեփանոս Նազարյան Հայ գրողների կյանքն ու գործունեությունը,https://arar.sci.am/dlibra/publication/428255/edition/396175
396173,428253,396173,Սփյուռքահայ գրականության պատմության ուրվագծեր,"Սևան, Գեղամ",1980.0,1980.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականության պատմություն Սփյուռքահայ գրականություն,https://arar.sci.am/dlibra/publication/428253/edition/396173
403587,435504,403587,Սփյուռքահայ գրականության պատմության ուրվագծեր,"Սևան, Գեղամ",1997.0,1997.0,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Սփյուռքահայ գրականութան պատմություն,https://arar.sci.am/dlibra/publication/435504/edition/403587
375397,406309,375397,Սփյուռքահայ մամուլի պատմությունից,"Բաբլոյան, Մ․",1965.0,1965.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Սփյուռքահա մամուլի պատմություն «Անի» գրական-գեղարվեստական ամսագիր,https://arar.sci.am/dlibra/publication/406309/edition/375397
395056,426940,395056,Սփյուռքի գրողները սովետահայ գրականության մասին,,1980.0,1980.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Հայ գրականագիտություն Ժողովածու Հոդվածներ,https://arar.sci.am/dlibra/publication/426940/edition/395056
374922,406052,374922,Վախթանգ Անանյան,"Գյուլնազարյան, Խ. Մ․",1963.0,1963.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,"Անանյան, Վախթանգ Ստեփանի, 1905-1980 Գրականագիտություն",https://arar.sci.am/dlibra/publication/406052/edition/374922
403313,435463,403313,Վահագն Դավթյանի պոեզիան,"Գալստյան, Հենրիկ",1978.0,1978.0,Երևան,Հայկական ՍՍՀ ԳԱ հրատ․,hy,"Վահագն Դավթյան, Արմենակի, 1922-1996 Հայ գրականագիտություն Հայ գրողներ",https://arar.sci.am/dlibra/publication/435463/edition/403313
395064,426944,395064,Վահան Թեքեյան,"Ասմարյան, Լևոն",1971.0,1971.0,Երևան,ՀՍՍՀ ԳԱ հրատ.,hy,Վահան Թեքեյան Հայ գրականագիտություն Հայ գրողների կյանքն ու գործունեությունը,https://arar.sci.am/dlibra/publication/426944/edition/395064
418549,450932,418549,Վահան Թեքեյանի 125-ամյակին նվիրված գիտաժողովի զեկուցումներ,,2004.0,2004.0,Երևան,Հայաստանի Թեքեյան Մշակութային Միություն,hy,Վահան Թեքեյան Գիտաժողովի զեկույցների ժողովածու,https://arar.sci.am/dlibra/publication/450932/edition/418549
404263,436328,404263,Վեպեր ; Վիպակներ և պատմվածքներ,Րաֆֆի,1984.0,1984.0,Երևան,Սովետական գրող,hy,Երկերի ժողովածու Հայ գրականություն,https://arar.sci.am/dlibra/publication/436328/edition/404263
403428,435470,403428,«Վերնատան» զավակները,"Իսահակյան, Ավիկ",2017.0,2017.0,Երևան,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Վերնատուն Հայ գրողների կյանքն ու գործունեությունը,https://arar.sci.am/dlibra/publication/435470/edition/403428
375841,406586,375841,Վիկտոր Հյուգոն հայ գրականության մեջ,"Գասպարյան, Հայկ",1963.0,1963.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Գրականագիտություն Հայ գրականագիտություն,https://arar.sci.am/dlibra/publication/406586/edition/375841
414036,449358,414036,Վիպակներ ; Խենթը,Րաֆֆի,1984.0,1984.0,Երևան,Սովետական գրող,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/449358/edition/414036
400606,433826,400606,Վիպակ ; Վեպ,"Շանթ, Լևոն",2008.0,2008.0,,ՀՀ ԳԱԱ «Գիտություն» հրատ.,hy,Հայ գրականություն Երկերի ժողովածու,https://arar.sci.am/dlibra/publication/433826/edition/400606
400666,433943,400666,Վրթանես Փափազյան,"Օհանյան, Ա. Կ.",1976.0,1976.0,Երևան,Հայկական ՍՍՀ ԳԱ հրատ.,hy,Վրթանես Փափազյան Հայ գրականագիտություն Հայ գրողների կյանքն ու գործունեությունը,https://arar.sci.am/dlibra/publication/433943/edition/400666
376411,407271,376411,Վրթանես Փափազյանը գրականության մասին,,1962.0,1962.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ գրականագիտություն Վրթանես Փափազյան Հայ գրողներ,https://arar.sci.am/dlibra/publication/407271/edition/376411
384064,415640,384064,Տաղեր,Կոստանդին Երզնկացի,1962.0,1962.0,Երևան,ՀՍՍՌ ԳԱԱ հրատ.,hy,Հայ գրականություն Տաղեր,https://arar.sci.am/dlibra/publication/415640/edition/384064
390297,423125,390297,Տաղեր,"Թլկուրանցի, Հովհաննես",1960.0,1960.0,Երևան,Հայկական ՍՍՌ ԳԱ հրատ.,hy,Տաղեր Հայ գրականություն,https://arar.sci.am/dlibra/publication/423125/edition/390297
376324,407195,376324,Տիգրան Կամսարական,"Մարգարյան, Հ․ Օ․",1964.0,1964.0,Երևան,ՀՍՍՌ ԳԱ հրատ․,hy,Տիգրան Կամսարական Հայ գրականագիտություն Հայ գրողներ,https://arar.sci.am/dlibra/publication/407195/edition/376324
377933,408687,377933,Րաֆֆի,"Սարինյան, Ս.",1957.0,1957.0,Երևան,ՀՍՍՌ ԳԱ հրատ.,hy,Հայ գրականագիտություն Հայ գրողներ,https://arar.sci.am/dlibra/publication/408687/edition/377933
402698,434949,402698,Րաֆֆին ժամանակակիցների հուշերում,,1986.0,1986.0,Երևան,Հայկական ՍՍՀ ԳԱ հրատ.,hy,"Րաֆֆի, 1835-1888 Հայ գրականագիտություն Հայ գրողների կյանքն ու գործունեությունը",https://arar.sci.am/dlibra/publication/434949/edition/402698
